"Subject","ISI","cgload","Tone_contrast","n_hit","n_fa","n_miss","n_cr","dis_rt","hit_rate","fa_rate","z_hit","z_fa","dprime","speaker","vowel","language","dprime2"
112,"Low","ssdv","T33-T241",4.5,3.5,12.5,13.5,740.8125,0.26,0.21,-0.643345405392917,-0.80642124701824,0.163075841625324,"Constant","Variable","Mandarin",0.67
112,"Low","ssdv","T33-T45",12.5,1.5,4.5,15.5,787.6875,0.74,0.09,0.643345405392917,-1.34075503369022,1.98410043908313,"Constant","Variable","Mandarin",3.31
112,"Low","sssv","T315-T45",10.5,0.5,6.5,16.5,538.625,0.62,0.03,0.305480788099397,-1.88079360815125,2.18627439625065,"Constant","Constant","Mandarin",3.5
112,"Low","sssv","T33-T241",2.5,0.5,14.5,16.5,613.375,0.15,0.03,-1.03643338949379,-1.88079360815125,0.844360218657461,"Constant","Constant","Mandarin",1.6
112,"Low","sssv","T33-T45",15.5,0.5,1.5,16.5,521.28125,0.91,0.03,1.34075503369022,-1.88079360815125,3.22154864184147,"Constant","Constant","Mandarin",4.97
113,"Low","dsdv","T315-T45",8.5,3.5,8.5,13.5,1066.46875,0.5,0.21,0,-0.80642124701824,0.80642124701824,"Variable","Variable","Mandarin",1.75
113,"Low","dsdv","T33-T241",16.5,3.5,0.5,13.5,1038.03125,0.97,0.21,1.88079360815125,-0.80642124701824,2.68721485516949,"Variable","Variable","Mandarin",4.43
113,"Low","dsdv","T33-T45",15.5,0.5,1.5,16.5,785.46875,0.91,0.03,1.34075503369022,-1.88079360815125,3.22154864184147,"Variable","Variable","Mandarin",4.97
113,"Low","dssv","T315-T45",5.5,1.5,11.5,15.5,995.78125,0.32,0.09,-0.467698799114508,-1.34075503369022,0.873056234575708,"Variable","Constant","Mandarin",1.73
113,"Low","dssv","T33-T241",15.5,3.5,1.5,13.5,858.28125,0.91,0.21,1.34075503369022,-0.80642124701824,2.14717628070846,"Variable","Constant","Mandarin",3.67
113,"Low","dssv","T33-T45",16.5,1.5,0.5,15.5,720.28125,0.97,0.09,1.88079360815125,-1.34075503369022,3.22154864184147,"Variable","Constant","Mandarin",5.06
113,"Low","ssdv","T315-T45",5.5,0.5,11.5,16.5,861.25,0.32,0.03,-0.467698799114508,-1.88079360815125,1.41309480903674,"Constant","Variable","Mandarin",2.41
113,"Low","ssdv","T33-T241",16.5,1.5,0.5,15.5,770.84375,0.97,0.09,1.88079360815125,-1.34075503369022,3.22154864184147,"Constant","Variable","Mandarin",5.06
113,"Low","ssdv","T33-T45",16.5,1.5,0.5,15.5,789.59375,0.97,0.09,1.88079360815125,-1.34075503369022,3.22154864184147,"Constant","Variable","Mandarin",5.06
113,"Low","sssv","T315-T45",3.5,3.5,13.5,13.5,893.25,0.21,0.21,-0.80642124701824,-0.80642124701824,0,"Constant","Constant","Mandarin",0
113,"Low","sssv","T33-T241",15.5,0.5,1.5,16.5,690.875,0.91,0.03,1.34075503369022,-1.88079360815125,3.22154864184147,"Constant","Constant","Mandarin",4.97
113,"Low","sssv","T33-T45",16.5,0.5,0.5,16.5,526.09375,0.97,0.03,1.88079360815125,-1.88079360815125,3.7615872163025,"Constant","Constant","Mandarin",5.73
114,"High","dsdv","T315-T45",12.5,4.5,4.5,12.5,717.09375,0.74,0.26,0.643345405392917,-0.643345405392917,1.28669081078583,"Variable","Variable","Mandarin",2.49
114,"High","dsdv","T33-T241",4.5,2.5,12.5,14.5,823.875,0.26,0.15,-0.643345405392917,-1.03643338949379,0.393087984100873,"Variable","Variable","Mandarin",1.06
114,"High","dsdv","T33-T45",16.5,2.5,0.5,14.5,547.03125,0.97,0.15,1.88079360815125,-1.03643338949379,2.91722699764504,"Variable","Variable","Mandarin",4.7
114,"High","dssv","T315-T45",12.5,2.5,4.5,14.5,598.375,0.74,0.15,0.643345405392917,-1.03643338949379,1.67977879488671,"Variable","Constant","Mandarin",2.94
114,"High","dssv","T33-T241",8.5,4.5,8.5,12.5,570.8125,0.5,0.26,0,-0.643345405392917,0.643345405392917,"Variable","Constant","Mandarin",1.55
114,"High","dssv","T33-T45",16.5,2.5,0.5,14.5,465.375,0.97,0.15,1.88079360815125,-1.03643338949379,2.91722699764504,"Variable","Constant","Mandarin",4.7
114,"High","ssdv","T315-T45",10.5,1.5,6.5,15.5,881.53125,0.62,0.09,0.305480788099397,-1.34075503369022,1.64623582178961,"Constant","Variable","Mandarin",2.83
114,"High","ssdv","T33-T241",8.5,2.5,8.5,14.5,611.21875,0.5,0.15,0,-1.03643338949379,1.03643338949379,"Constant","Variable","Mandarin",2.03
114,"High","ssdv","T33-T45",16.5,0.5,0.5,16.5,523.875,0.97,0.03,1.88079360815125,-1.88079360815125,3.7615872163025,"Constant","Variable","Mandarin",5.73
114,"High","sssv","T315-T45",15.5,0.5,1.5,16.5,648.65625,0.91,0.03,1.34075503369022,-1.88079360815125,3.22154864184147,"Constant","Constant","Mandarin",4.97
114,"High","sssv","T33-T241",8.5,1.5,8.5,15.5,668.8125,0.5,0.09,0,-1.34075503369022,1.34075503369022,"Constant","Constant","Mandarin",2.4
114,"High","sssv","T33-T45",16.5,0.5,0.5,16.5,550.15625,0.97,0.03,1.88079360815125,-1.88079360815125,3.7615872163025,"Constant","Constant","Mandarin",5.73
115,"Low","dsdv","T315-T45",5.5,0.5,11.5,16.5,558.59375,0.32,0.03,-0.467698799114508,-1.88079360815125,1.41309480903674,"Variable","Variable","Mandarin",2.41
115,"Low","dsdv","T33-T241",12.5,7.5,4.5,9.5,724.875,0.74,0.44,0.643345405392917,-0.150969215496777,0.794314620889694,"Variable","Variable","Mandarin",1.93
115,"Low","dsdv","T33-T45",14.5,3.5,2.5,13.5,510.5625,0.85,0.21,1.03643338949379,-0.80642124701824,1.84285463651203,"Variable","Variable","Mandarin",3.24
115,"Low","dssv","T315-T45",2.5,2.5,14.5,14.5,424.96875,0.15,0.15,-1.03643338949379,-1.03643338949379,0,"Variable","Constant","Mandarin",0
115,"Low","dssv","T33-T241",8.5,6.5,8.5,10.5,606.8125,0.5,0.38,0,-0.305480788099397,0.305480788099397,"Variable","Constant","Mandarin",1.06
115,"Low","dssv","T33-T45",16.5,3.5,0.5,13.5,392.40625,0.97,0.21,1.88079360815125,-0.80642124701824,2.68721485516949,"Variable","Constant","Mandarin",4.43
115,"Low","ssdv","T315-T45",5.5,0.5,11.5,16.5,548.90625,0.32,0.03,-0.467698799114508,-1.88079360815125,1.41309480903674,"Constant","Variable","Mandarin",2.41
115,"Low","ssdv","T33-T241",5.5,4.5,11.5,12.5,683.375,0.32,0.26,-0.467698799114508,-0.643345405392917,0.175646606278409,"Constant","Variable","Mandarin",0.72
115,"Low","ssdv","T33-T45",13.5,1.5,3.5,15.5,505.6875,0.79,0.09,0.80642124701824,-1.34075503369022,2.14717628070846,"Constant","Variable","Mandarin",3.54
115,"Low","sssv","T315-T45",3.5,0.5,13.5,16.5,371.09375,0.21,0.03,-0.80642124701824,-1.88079360815125,1.07437236113301,"Constant","Constant","Mandarin",1.93
115,"Low","sssv","T33-T241",9.5,0.5,7.5,16.5,431.09375,0.56,0.03,0.150969215496777,-1.88079360815125,2.03176282364803,"Constant","Constant","Mandarin",3.28
115,"Low","sssv","T33-T45",15.5,1.5,1.5,15.5,462.40625,0.91,0.09,1.34075503369022,-1.34075503369022,2.68151006738043,"Constant","Constant","Mandarin",4.29
117,"High","dsdv","T315-T45",10.5,4.5,6.5,11.5,1133,0.62,0.28,0.305480788099397,-0.582841507271216,0.888322295370614,"Variable","Variable","Mandarin",1.93
117,"High","dsdv","T33-T241",3.5,1.5,13.5,14.5,1086.32258064516,0.21,0.09,-0.80642124701824,-1.34075503369022,0.534333786671976,"Variable","Variable","Mandarin",1.23
117,"High","dsdv","T33-T45",14.5,3.5,2.5,13.5,940.84375,0.85,0.21,1.03643338949379,-0.80642124701824,1.84285463651203,"Variable","Variable","Mandarin",3.24
117,"High","dssv","T315-T45",7.5,4.5,8.5,12.5,1135.22580645161,0.47,0.26,-0.0752698620998299,-0.643345405392917,0.568075543293087,"Variable","Constant","Mandarin",1.43
117,"High","dssv","T33-T241",6.5,0.5,9.5,16.5,814.612903225806,0.41,0.03,-0.227544976641149,-1.88079360815125,1.6532486315101,"Variable","Constant","Mandarin",2.75
117,"High","dssv","T33-T45",13.5,1.5,3.5,15.5,822.8125,0.79,0.09,0.80642124701824,-1.34075503369022,2.14717628070846,"Variable","Constant","Mandarin",3.54
117,"High","ssdv","T315-T45",8.5,2.5,7.5,13.5,1501.16666666667,0.53,0.16,0.0752698620998299,-0.994457883209753,1.06972774530958,"Constant","Variable","Mandarin",2.09
117,"High","ssdv","T33-T241",4.5,0.5,11.5,15.5,1281.96666666667,0.28,0.03,-0.582841507271216,-1.88079360815125,1.29795210088003,"Constant","Variable","Mandarin",2.24
117,"High","ssdv","T33-T45",16.5,2.5,0.5,14.5,1095.6875,0.97,0.15,1.88079360815125,-1.03643338949379,2.91722699764504,"Constant","Variable","Mandarin",4.7
117,"High","sssv","T315-T45",11.5,2.5,5.5,14.5,973.96875,0.68,0.15,0.467698799114508,-1.03643338949379,1.5041321886083,"Constant","Constant","Mandarin",2.7
117,"High","sssv","T33-T241",5.5,0.5,11.5,16.5,581.5625,0.32,0.03,-0.467698799114508,-1.88079360815125,1.41309480903674,"Constant","Constant","Mandarin",2.41
117,"High","sssv","T33-T45",14.5,1.5,1.5,15.5,698.41935483871,0.91,0.09,1.34075503369022,-1.34075503369022,2.68151006738043,"Constant","Constant","Mandarin",4.29
118,"High","dsdv","T315-T45",3.5,0.5,11.5,16.5,491.366666666667,0.23,0.03,-0.738846849185214,-1.88079360815125,1.14194675896604,"Variable","Variable","Mandarin",2.02
118,"High","dsdv","T33-T241",8.5,4.5,8.5,11.5,348.225806451613,0.5,0.28,0,-0.582841507271216,0.582841507271216,"Variable","Variable","Mandarin",1.47
118,"High","dsdv","T33-T45",12.5,0.5,3.5,16.5,342.258064516129,0.78,0.03,0.772193214188685,-1.88079360815125,2.65298682233994,"Variable","Variable","Mandarin",4.16
118,"High","dssv","T315-T45",13.5,1.5,3.5,15.5,452.0625,0.79,0.09,0.80642124701824,-1.34075503369022,2.14717628070846,"Variable","Constant","Mandarin",3.54
118,"High","dssv","T33-T241",15.5,9.5,1.5,7.5,422.40625,0.91,0.56,1.34075503369022,0.150969215496777,1.18978581819344,"Variable","Constant","Mandarin",2.66
118,"High","dssv","T33-T45",16.5,2.5,0.5,14.5,479.03125,0.97,0.15,1.88079360815125,-1.03643338949379,2.91722699764504,"Variable","Constant","Mandarin",4.7
118,"High","ssdv","T315-T45",8.5,1.5,7.5,15.5,479.41935483871,0.53,0.09,0.0752698620998299,-1.34075503369022,1.41602489579005,"Constant","Variable","Mandarin",2.5
118,"High","ssdv","T33-T241",6.5,3.5,9.5,13.5,435.322580645161,0.41,0.21,-0.227544976641149,-0.80642124701824,0.578876270377091,"Constant","Variable","Mandarin",1.41
118,"High","ssdv","T33-T45",15.5,3.5,1.5,13.5,420.71875,0.91,0.21,1.34075503369022,-0.80642124701824,2.14717628070846,"Constant","Variable","Mandarin",3.67
118,"High","sssv","T315-T45",8.5,1.5,8.5,15.5,465.0625,0.5,0.09,0,-1.34075503369022,1.34075503369022,"Constant","Constant","Mandarin",2.4
118,"High","sssv","T33-T241",10.5,4.5,6.5,12.5,549.625,0.62,0.26,0.305480788099397,-0.643345405392917,0.948826193492314,"Constant","Constant","Mandarin",2
118,"High","sssv","T33-T45",15.5,0.5,1.5,16.5,386.59375,0.91,0.03,1.34075503369022,-1.88079360815125,3.22154864184147,"Constant","Constant","Mandarin",4.97
119,"Low","dsdv","T315-T45",1.5,0.5,15.5,16.5,624.75,0.09,0.03,-1.34075503369022,-1.88079360815125,0.540038574461034,"Variable","Variable","Mandarin",1.16
119,"Low","dsdv","T33-T241",9.5,5.5,7.5,11.5,490.40625,0.56,0.32,0.150969215496777,-0.467698799114508,0.618668014611286,"Variable","Variable","Mandarin",1.56
119,"Low","dsdv","T33-T45",16.5,0.5,0.5,16.5,490.78125,0.97,0.03,1.88079360815125,-1.88079360815125,3.7615872163025,"Variable","Variable","Mandarin",5.73
119,"Low","dssv","T315-T45",1.5,1.5,15.5,14.5,824.387096774194,0.09,0.09,-1.34075503369022,-1.34075503369022,0,"Variable","Constant","Mandarin",0
119,"Low","dssv","T33-T241",9.5,5.5,7.5,11.5,720.59375,0.56,0.32,0.150969215496777,-0.467698799114508,0.618668014611286,"Variable","Constant","Mandarin",1.56
119,"Low","dssv","T33-T45",16.5,1.5,0.5,15.5,571.125,0.97,0.09,1.88079360815125,-1.34075503369022,3.22154864184147,"Variable","Constant","Mandarin",5.06
119,"Low","ssdv","T315-T45",1.5,0.5,12.5,16.5,834.896551724138,0.11,0.03,-1.22652812003661,-1.88079360815125,0.65426548811464,"Constant","Variable","Mandarin",1.33
119,"Low","ssdv","T33-T241",5.5,1.5,11.5,15.5,836.1875,0.32,0.09,-0.467698799114508,-1.34075503369022,0.873056234575708,"Constant","Variable","Mandarin",1.73
119,"Low","ssdv","T33-T45",16.5,0.5,0.5,16.5,723.25,0.97,0.03,1.88079360815125,-1.88079360815125,3.7615872163025,"Constant","Variable","Mandarin",5.73
119,"Low","sssv","T315-T45",2.5,1.5,14.5,15.5,745.96875,0.15,0.09,-1.03643338949379,-1.34075503369022,0.304321644196427,"Constant","Constant","Mandarin",0.87
119,"Low","sssv","T33-T241",6.5,1.5,10.5,15.5,791.75,0.38,0.09,-0.305480788099397,-1.34075503369022,1.03527424559082,"Constant","Constant","Mandarin",1.96
119,"Low","sssv","T33-T45",16.5,0.5,0.5,16.5,458.25,0.97,0.03,1.88079360815125,-1.88079360815125,3.7615872163025,"Constant","Constant","Mandarin",5.73
121,"High","dsdv","T315-T45",8.5,3.5,8.5,13.5,576.53125,0.5,0.21,0,-0.80642124701824,0.80642124701824,"Variable","Variable","Mandarin",1.75
121,"High","dsdv","T33-T241",10.5,0.5,6.5,16.5,424.09375,0.62,0.03,0.305480788099397,-1.88079360815125,2.18627439625065,"Variable","Variable","Mandarin",3.5
121,"High","dsdv","T33-T45",15.5,0.5,0.5,16.5,363.806451612903,0.97,0.03,1.88079360815125,-1.88079360815125,3.7615872163025,"Variable","Variable","Mandarin",5.73
121,"High","dssv","T315-T45",10.5,8.5,6.5,8.5,448.34375,0.62,0.5,0.305480788099397,0,0.305480788099397,"Variable","Constant","Mandarin",1.13
121,"High","dssv","T33-T241",8.5,3.5,8.5,13.5,420.09375,0.5,0.21,0,-0.80642124701824,0.80642124701824,"Variable","Constant","Mandarin",1.75
121,"High","dssv","T33-T45",16.5,2.5,0.5,14.5,470.78125,0.97,0.15,1.88079360815125,-1.03643338949379,2.91722699764504,"Variable","Constant","Mandarin",4.7
121,"High","ssdv","T315-T45",8.5,2.5,8.5,14.5,592.1875,0.5,0.15,0,-1.03643338949379,1.03643338949379,"Constant","Variable","Mandarin",2.03
121,"High","ssdv","T33-T241",6.5,2.5,10.5,14.5,447.46875,0.38,0.15,-0.305480788099397,-1.03643338949379,0.730952601394392,"Constant","Variable","Mandarin",1.58
121,"High","ssdv","T33-T45",16.5,1.5,0.5,15.5,392.8125,0.97,0.09,1.88079360815125,-1.34075503369022,3.22154864184147,"Constant","Variable","Mandarin",5.06
121,"High","sssv","T315-T45",12.5,0.5,4.5,16.5,402.5625,0.74,0.03,0.643345405392917,-1.88079360815125,2.52413901354417,"Constant","Constant","Mandarin",3.98
121,"High","sssv","T33-T241",10.5,0.5,6.5,16.5,315.46875,0.62,0.03,0.305480788099397,-1.88079360815125,2.18627439625065,"Constant","Constant","Mandarin",3.5
121,"High","sssv","T33-T45",16.5,0.5,0.5,16.5,308.125,0.97,0.03,1.88079360815125,-1.88079360815125,3.7615872163025,"Constant","Constant","Mandarin",5.73
122,"Low","dsdv","T315-T45",11.5,5.5,5.5,11.5,1132.1875,0.68,0.32,0.467698799114508,-0.467698799114508,0.935397598229016,"Variable","Variable","Mandarin",2.04
122,"Low","dsdv","T33-T241",13.5,1.5,2.5,15.5,1179.45161290323,0.84,0.09,0.994457883209753,-1.34075503369022,2.33521291689997,"Variable","Variable","Mandarin",3.8
122,"Low","dsdv","T33-T45",16.5,2.5,0.5,14.5,1034.5625,0.97,0.15,1.88079360815125,-1.03643338949379,2.91722699764504,"Variable","Variable","Mandarin",4.7
122,"Low","dssv","T315-T45",10.5,2.5,6.5,14.5,1250.65625,0.62,0.15,0.305480788099397,-1.03643338949379,1.34191417759319,"Variable","Constant","Mandarin",2.47
122,"Low","dssv","T33-T241",12.5,2.5,3.5,14.5,1030.32258064516,0.78,0.15,0.772193214188685,-1.03643338949379,1.80862660368247,"Variable","Constant","Mandarin",3.13
122,"Low","dssv","T33-T45",16.5,1.5,0.5,14.5,864.258064516129,0.97,0.09,1.88079360815125,-1.34075503369022,3.22154864184147,"Variable","Constant","Mandarin",5.06
122,"Low","ssdv","T315-T45",7.5,3.5,9.5,13.5,1299.1875,0.44,0.21,-0.150969215496777,-0.80642124701824,0.655452031521463,"Constant","Variable","Mandarin",1.52
122,"Low","ssdv","T33-T241",12.5,3.5,3.5,13.5,1511.87096774194,0.78,0.21,0.772193214188685,-0.80642124701824,1.57861446120693,"Constant","Variable","Mandarin",2.86
122,"Low","ssdv","T33-T45",16.5,0.5,0.5,15.5,1033.8064516129,0.97,0.03,1.88079360815125,-1.88079360815125,3.7615872163025,"Constant","Variable","Mandarin",5.73
122,"Low","sssv","T315-T45",13.5,0.5,3.5,16.5,987.65625,0.79,0.03,0.80642124701824,-1.88079360815125,2.68721485516949,"Constant","Constant","Mandarin",4.21
122,"Low","sssv","T33-T241",10.5,1.5,6.5,15.5,864.25,0.62,0.09,0.305480788099397,-1.34075503369022,1.64623582178961,"Constant","Constant","Mandarin",2.83
122,"Low","sssv","T33-T45",16.5,0.5,0.5,16.5,812.875,0.97,0.03,1.88079360815125,-1.88079360815125,3.7615872163025,"Constant","Constant","Mandarin",5.73
123,"High","dsdv","T315-T45",16.5,16.5,0.5,0.5,636.9375,0.97,0.97,1.88079360815125,1.88079360815125,0,"Variable","Variable","Mandarin",0
123,"High","dsdv","T33-T241",16.5,16.5,0.5,0.5,559.6875,0.97,0.97,1.88079360815125,1.88079360815125,0,"Variable","Variable","Mandarin",0
123,"High","dsdv","T33-T45",16.5,16.5,0.5,0.5,638.28125,0.97,0.97,1.88079360815125,1.88079360815125,0,"Variable","Variable","Mandarin",0
123,"High","dssv","T315-T45",12.5,7.5,4.5,9.5,931.75,0.74,0.44,0.643345405392917,-0.150969215496777,0.794314620889694,"Variable","Constant","Mandarin",1.93
123,"High","dssv","T33-T241",13.5,8.5,3.5,8.5,817.125,0.79,0.5,0.80642124701824,0,0.80642124701824,"Variable","Constant","Mandarin",2.01
123,"High","dssv","T33-T45",16.5,9.5,0.5,7.5,712.53125,0.97,0.56,1.88079360815125,0.150969215496777,1.72982439265447,"Variable","Constant","Mandarin",3.46
123,"High","ssdv","T315-T45",16.5,16.5,0.5,0.5,869.0625,0.97,0.97,1.88079360815125,1.88079360815125,0,"Constant","Variable","Mandarin",0
123,"High","ssdv","T33-T241",16.5,16.5,0.5,0.5,704.8125,0.97,0.97,1.88079360815125,1.88079360815125,0,"Constant","Variable","Mandarin",0
123,"High","ssdv","T33-T45",16.5,16.5,0.5,0.5,701.0625,0.97,0.97,1.88079360815125,1.88079360815125,0,"Constant","Variable","Mandarin",0
123,"High","sssv","T315-T45",10.5,2.5,6.5,14.5,552.625,0.62,0.15,0.305480788099397,-1.03643338949379,1.34191417759319,"Constant","Constant","Mandarin",2.47
123,"High","sssv","T33-T241",14.5,3.5,2.5,13.5,510.6875,0.85,0.21,1.03643338949379,-0.80642124701824,1.84285463651203,"Constant","Constant","Mandarin",3.24
123,"High","sssv","T33-T45",16.5,1.5,0.5,15.5,373.46875,0.97,0.09,1.88079360815125,-1.34075503369022,3.22154864184147,"Constant","Constant","Mandarin",5.06
125,"Low","dsdv","T315-T45",10.5,6.5,6.5,10.5,782,0.62,0.38,0.305480788099397,-0.305480788099397,0.610961576198795,"Variable","Variable","Mandarin",1.59
125,"Low","dsdv","T33-T241",9.5,2.5,7.5,14.5,711.625,0.56,0.15,0.150969215496777,-1.03643338949379,1.18740260499057,"Variable","Variable","Mandarin",2.24
125,"Low","dsdv","T33-T45",16.5,2.5,0.5,14.5,1086.65625,0.97,0.15,1.88079360815125,-1.03643338949379,2.91722699764504,"Variable","Variable","Mandarin",4.7
125,"Low","dssv","T315-T45",13.5,5.5,3.5,11.5,718.71875,0.79,0.32,0.80642124701824,-0.467698799114508,1.27412004613275,"Variable","Constant","Mandarin",2.53
125,"Low","dssv","T33-T241",9.5,0.5,7.5,16.5,729.71875,0.56,0.03,0.150969215496777,-1.88079360815125,2.03176282364803,"Variable","Constant","Mandarin",3.28
125,"Low","dssv","T33-T45",15.5,2.5,1.5,14.5,765.5625,0.91,0.15,1.34075503369022,-1.03643338949379,2.37718842318401,"Variable","Constant","Mandarin",3.93
125,"Low","ssdv","T315-T45",12.5,3.5,4.5,13.5,725.5625,0.74,0.21,0.643345405392917,-0.80642124701824,1.44976665241116,"Constant","Variable","Mandarin",2.68
125,"Low","ssdv","T33-T241",7.5,1.5,9.5,15.5,806.90625,0.44,0.09,-0.150969215496777,-1.34075503369022,1.18978581819344,"Constant","Variable","Mandarin",2.18
125,"Low","ssdv","T33-T45",15.5,1.5,1.5,15.5,719.0625,0.91,0.09,1.34075503369022,-1.34075503369022,2.68151006738043,"Constant","Variable","Mandarin",4.29
125,"Low","sssv","T315-T45",12.5,1.5,4.5,15.5,747.34375,0.74,0.09,0.643345405392917,-1.34075503369022,1.98410043908313,"Constant","Constant","Mandarin",3.31
125,"Low","sssv","T33-T241",11.5,2.5,5.5,14.5,673.8125,0.68,0.15,0.467698799114508,-1.03643338949379,1.5041321886083,"Constant","Constant","Mandarin",2.7
125,"Low","sssv","T33-T45",16.5,1.5,0.5,15.5,821.90625,0.97,0.09,1.88079360815125,-1.34075503369022,3.22154864184147,"Constant","Constant","Mandarin",5.06
126,"Low","dsdv","T315-T45",10.5,8.5,6.5,8.5,871.09375,0.62,0.5,0.305480788099397,0,0.305480788099397,"Variable","Variable","Mandarin",1.13
126,"Low","dsdv","T33-T241",13.5,8.5,3.5,8.5,918.125,0.79,0.5,0.80642124701824,0,0.80642124701824,"Variable","Variable","Mandarin",2.01
126,"Low","dsdv","T33-T45",16.5,2.5,0.5,13.5,740.483870967742,0.97,0.16,1.88079360815125,-0.994457883209753,2.875251491361,"Variable","Variable","Mandarin",4.65
126,"Low","dssv","T315-T45",7.5,7.5,9.5,9.5,659.65625,0.44,0.44,-0.150969215496777,-0.150969215496777,0,"Variable","Constant","Mandarin",0
